"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59197006652872","3.10843918798423","3.96254301358969","5.76986990784422","5.61485982807162","3.82233511678332","5.30031405765243","6.28797536126895","3.37583749127457","3.25948642303557","3.70423775271973","6.59295050184228","2.19006066092493","1.03610080269524","-2.83550241253081","4.43468813342022","3.04904620110997","2.80990970893053","5.06749722968669","3.48434619543613","5.16689296887391","4.26244900176589","1.70328044813839","-1.22340655068425","4.00567421402882","0.184032701346126","-1.99594849465619","3.95889741019282","6.831286936157","-1.00279969703662","-3.17816679833555","3.4620285989059","6.01781789080067","-0.951473805261571","-4.91262490390014","3.15727939363973","6.70946117676064","",
"Africa Eastern and Southern","AFE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","1.93394654573322","0.596607181612448","3.15005277433814","3.72697762199365","2.96282610936525","3.44451810994963","1.77938415094958","3.22709425782465","4.66069284074166","4.9375235930307","3.27935307157383","9.81457603484337","12.2244748984293","15.1283461204314","11.8844308782839","9.53063246851585","10.4081011819645","10.5402897346017","14.5712374011678","19.2052947603321","10.8584883691295","7.69747177812898","11.5568417169857","12.7347557716885","16.1443312605572","13.9165769085525","12.6940698241788","20.1526012665392","14.8392839136103","11.9939039075081","14.9789364260078","14.6406552101884","13.8705025929709","17.0164147872542","16.1027117424962","15.1761803358905","10.5450486551459","9.10917293901807","8.00681329656155","11.1173058824862","8.31282499951298","8.9149284688433","7.8067408729751","9.60039256006742","7.62368935878268","7.65225430526529","8.24576476611674","10.961412407556","8.28143239106254","5.88302203486953","9.74570998523772","6.20387787625781","5.54626698664435","5.40353538297499","5.36669399398079","6.40090045368644","6.86381501459532","4.32175867770079","4.44437946494116","5.29660923473831","6.08815281176316","9.36713222670811","6.92132238472385","6.00276806067571",
"Afghanistan","AFG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.7745360319214","6.12552202910163","11.655238221181","11.2714320572149","10.9127735503048","7.19975129292388","22.5277562007029","2.09628875042125","-2.16340442746143","3.81463031545211","16.5933467401627","7.30175646760432","4.82278547876986","0.56694454253261","2.44756300147404","-2.19752646733461","2.40365618765746","2.07134857783487","6.52147984832531","6.9629462552564","2.83899625081041","9.40623933931322","2.92366213121669","",
"Africa Western and Central","AFW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","3.2784459977796","2.48595550659368","2.78147914636031","3.38106058115134","2.40502608843418","4.13875253122386","1.22775183399891","1.6279493352935","4.21395854238511","3.35065176133496","4.18919648768647","5.14581076875683","7.61859793514425","13.4225905212844","8.5868075308184","11.3197643284877","10.8719879924003","6.61649466282473","10.7617886745716","11.0012811184527","10.0100209420354","13.8205590460173","9.92793639904325","11.3150500363978","5.29721350623177","0.32606411260803","2.35651163978967","3.69277055172387","3.5001187584363","4.82244315622001","3.31280575359616","0.482938222012713","2.80670798967148","24.7941953253011","7.39692068899853","6.18642809934072","2.96013874771698","5.30948306910901","4.50109730901824","4.81543026173506","3.86179519283827","2.67339738740157","1.71882163202884","8.74976750723606","5.30317038905557","3.98690842870003","5.47702898238883","9.64445807905694","1.48940469192029","5.36905277481954","7.85258533901256","5.08156070785505","1.55401804889429","0.189777897218065","1.91155941571227","1.736323129284","1.87351915179922","2.15033893298982","1.35862850854981","1.88074835676156","4.64220371005912","6.18098458588585","3.43696324528173","3.02697118375553",
"Angola","AGO","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.1003061669614","0","0.0127635583866379","0.0011881098994877","19.0352057407944","-9.01306191994358","9.8233113499663","2.21377444948736","16.2796626853837","14.0074398272592","106.309982268478","476.51575086326","917.783468411763","2175.97895508759","1825.49514900731","4800.53164415744","95.4530221791129","39.3593483252693","557.501113091215","418.018991534099","106.352125501451","196.984099399931","93.9265669067308","33.4435947900255","42.3742492617284","17.1156651448542","4.30843221207182","19.3657735558326","-16.7621402901592","32.2704691224412","31.7714601558986","7.25574990943825","2.83972412637765","3.56088477205805","-3.51838534598478","21.7742355863884","22.6145140271114","28.1670932554891","19.1870038271785","10.7631052824799","38.8237218374918","13.7105940226231","17.6001393484509","25.239212746942",
"Albania","ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.13957198618195","-0.017719099620507","-0.0167551716366177","-0.0283602576437403","0.351222347837975","-2.41730042881592","-0.000306092920865808","-0.000578579272129787","0.00367916016112702","-0.431368812605996","35.5142469536257","232.984658847733","125.650814248279","35.8424752083152","33.5170816036326","16.9344096030553","12.7559380021331","7.85515459177739","2.78507709416616","5.91957346525058","3.76594531101591","3.90388141100428","4.93749255224851","3.09536654638973","3.14370505375079","2.68476832531357","5.14956776072877","3.49863912505761","2.57034008938903","4.12744389120799","1.69479180198789","0.226739790649205","0.352563785277709","1.44342053888136","0.771576290611591","-0.864265221201691","2.72506918540461","1.45328722509015","1.00063285556122","0.0410440719196288","3.44439110040804","9.86158300344633","6.0660520944985","2.68887445578932",
"Andorra","AND","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.84587099758265","8.51807767365098","11.8494338124947","15.9452014096622","16.7817953953987","16.4898572074663","23.3830925555267","20.63104141592","16.9316890399132","13.3548138413184","12.3511731944832","13.5823498012472","11.8842353012303","10.8647343940798","8.59546375926088","10.8788152026056","5.94419881956037","5.9361249975981","6.89620711872611","7.32624369631456","6.93514835426407","6.71076896051142","4.53723214675858","3.87985832158631","4.93312104936552","0.797177729321263","2.22816030666122","1.49955384331271","2.73197952535102","28.7415528975991","3.08053517916559","3.23953176987777","3.17748421556476","3.04242399802695","3.39610212995052","3.45718408670396","3.21122734131436","2.27433831984322","0.132136132405464","0.374313758110119","0.196764152031051","0.174556905779482","0.448492200194735","-0.0840193165570753","0.660588959137868","0.347795381575793","1.13650934319639","1.01247848005298","1.37475350829189","1.11378607410401","2.5588606935971","4.23665226454663","6.29560082401824","3.14365541697994",
"Arab World","ARB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","2.01537452545222","3.29617204048323","3.19390148594043","1.50133145684521","2.75119762106486","2.3896021949059","2.75484922141703","1.06482414619673","3.91033373750788","7.35709355603809","3.14290859280182","15.2464081259903","34.6065505598652","5.59914413260866","8.62978218612457","10.3700771762442","4.16044832252977","19.271855817196","24.1580815878628","10.2466452725352","6.36523697789958","6.88749696075298","6.18040856863473","4.23208188574494","2.96400555028724","9.36808989082694","4.17732530004293","7.97612484555617","12.746316604425","7.44099981033727","5.71674375604079","3.86316291751921","7.60245219663038","7.76719774306125","6.65755753090085","2.75712224933042","-3.13108869936045","8.44337746020058","11.4595357939894","1.86769984238948","3.77083954826043","5.11182917627502","10.9375405233887","14.5852590982142","9.09650632380644","8.04654705838685","15.9501259770903","-2.78022303939403","12.0069509099953","13.1672193726198","4.67972512554906","0.892752993063837","0.772588256655638","-2.52687740338985","0.920589535113145","4.82594649481846","7.04467101701975","1.60682389220305","-0.283085004100215","12.992410308458","12.6065501967487","1.34137848153398","4.34536801927471",
"United Arab Emirates","ARE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.09843561708112E-09","3.50932793935499E-09","54.2528269904672","138.263492562272","19.0009160013165","11.7743313548719","5.25575609116014","-3.66111149549619","7.05102054464086","9.51597603461369","7.054483982438","1.31286872874293","-3.61801721863773","-6.09746718626482","0.740532889918782","-1.69848529731705","3.685584802515","2.38104573161","1.75127660948431","3.33590049400134","0.810848722776853","1.80682612323693","1.27803631115864","-0.262474925014473","3.90747975797208","5.77304389866605","-0.952300713494253","-4.25444531455858","8.44337746020058","11.4595357939894","-2.34930767820795","3.77083954826043","4.07240679733007","8.50142205885294","16.5263069327845","11.9621492865846","12.5339606714946","18.5333530849246","-15.1829798865339","16.5278863640702","13.1672193726198","4.67972512554906","-0.949325324877421","-0.668049355690627","-16.2670060257069","-5.52947861264578","4.9862131440172","7.93674803319826","-3.19440940446903","-12.0313053012111","13.8437703409675","12.6298936874128","-1.30420015855995","0.676474110227019",
"Argentina","ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","20.3106975290508","28.8718416496811","25.5911543466798","28.7746173194355","21.2329349264853","25.603462425178","29.0182629355813","10.2753105598205","7.79583003393792","6.46787463920629","31.2710638842292","64.2447859149364","65.535287370144","30.630441370412","197.697364543187","438.322779739816","159.42717769645","161.372172004157","147.377044034473","95.7904246128352","105.276366380064","194.535299663443","380.158528521919","611.196303891913","607.447497830085","77.2922366864133","127.539918059086","381.24634440952","3046.09115201119","2078.31681806978","140.502378661012","16.0719935356945","-3.56109557576575","2.84933971509302","3.16512339016516","-0.0523754965904146","-0.46391313116429","-1.70527962400085","-1.83655839220664","1.03728710073175","-1.09576771833679","30.555204053903","10.4957030215496","18.3633542492033","10.3175111982406","13.7410524859152","14.9399250245835","23.1711649813124","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0063792819079","42.0336689575031","49.1955790596612","40.0830878011993","53.8020877665554","69.8760842459268","135.368876310592","207.9218609534",
